N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Predicted_Yield
3,1,0,0,1,3,2,0,0,1,1,4,2,1,5,1,0,4,3,9.537285067873302
0,1,4,3,1,3,4,4,3,4,0,4,5,2,5,5,1,4,1,9.81144578313253
2,0,4,4,3,0,1,4,1,1,1,3,5,4,0,3,1,2,1,8.382038834951457
2,2,3,1,2,1,2,0,0,1,4,2,2,0,5,3,5,0,1,8.768073394495408
2,0,1,4,4,0,1,2,4,0,0,3,5,1,0,5,0,1,3,7.0563636363636375
4,2,3,2,3,5,3,4,4,2,0,4,5,2,0,5,0,4,0,10.302058823529412
2,4,3,3,2,1,2,2,0,2,0,1,5,0,5,0,0,0,4,5.338695652173913
4,1,0,4,1,1,2,0,4,3,0,0,0,4,2,2,3,1,4,24.509677419354837
2,0,4,3,3,5,3,4,3,4,2,4,0,4,5,4,3,3,3,75.74634615384616
3,0,0,4,3,1,1,1,1,0,4,0,1,3,0,5,1,3,4,9.010185185185188
2,0,0,0,1,3,0,2,3,0,2,4,2,4,2,2,5,3,1,24.029944444444446
2,2,1,0,4,1,4,3,4,2,2,3,3,4,2,5,5,1,0,8.16909090909091
1,3,4,2,2,1,1,4,2,4,2,2,2,0,2,4,3,1,0,74.69249999999998
4,1,2,4,1,0,4,4,4,1,1,3,5,1,5,4,1,3,2,74.78376146788992
0,4,0,4,3,3,2,3,2,2,1,2,5,3,5,3,0,2,0,8.768073394495408
2,3,4,0,1,5,2,4,0,1,3,2,2,2,2,2,0,0,0,22.637553191489346
0,1,4,0,4,3,3,1,3,2,1,0,5,3,0,1,1,4,4,12.080891089108912
0,4,2,4,3,1,3,4,3,0,0,4,1,2,5,2,5,3,1,24.92750000000001
3,0,4,2,4,0,0,0,3,0,4,2,3,3,0,5,1,3,3,10.1746875
1,3,4,3,1,5,1,4,4,1,2,3,5,3,2,5,5,1,4,8.16909090909091
1,3,1,4,4,5,1,1,2,4,4,1,0,2,2,0,1,4,1,9.72762886597938
3,0,3,1,2,1,0,3,3,3,2,1,5,4,2,0,3,1,2,6.877452229299362
1,3,0,0,0,3,0,4,4,1,3,4,5,2,0,4,1,0,3,72.96228571428571
0,0,0,4,0,0,3,1,0,3,4,2,5,0,0,4,0,1,0,75.35153005464484
3,3,1,0,1,3,2,0,1,0,3,2,2,4,0,4,3,3,2,73.69958333333335
2,2,4,0,3,3,4,1,1,3,1,0,2,3,5,3,3,4,4,10.942600732600736
1,1,0,1,1,5,1,0,1,4,1,2,2,1,5,4,3,1,4,75.35153005464484
2,2,1,1,2,3,3,3,2,4,1,3,0,4,0,0,5,0,3,6.877452229299362
4,2,4,1,3,3,0,3,4,2,2,0,1,2,0,2,1,1,2,25.472265193370177
1,3,2,3,3,5,4,1,1,4,4,0,1,0,0,3,3,3,1,10.942600732600736
2,3,1,4,3,5,4,3,2,1,0,2,2,1,2,1,0,2,4,10.871235955056179
2,0,4,1,3,3,3,0,4,4,3,1,5,4,5,3,1,3,3,10.942600732600736
0,2,2,3,1,5,3,0,4,1,1,4,2,3,5,0,3,4,4,7.221184210526316
2,4,4,0,2,0,4,2,1,3,4,2,5,0,2,3,3,2,4,10.164502617801048
2,4,2,0,1,0,1,2,0,4,2,1,0,0,0,2,5,0,4,24.509677419354837
3,2,3,2,3,3,0,0,2,2,3,1,5,4,5,5,3,4,0,10.302058823529412
2,2,0,5,3,1,3,2,4,1,4,0,5,3,2,5,3,0,2,8.16909090909091
0,1,4,4,1,5,0,4,1,3,2,2,1,2,0,5,0,2,3,7.74842519685039
0,3,3,0,3,1,2,2,2,0,3,0,5,4,2,3,1,4,0,9.811140939597317
3,2,3,1,0,5,2,3,2,1,0,2,2,3,5,1,5,1,0,7.823953488372093
1,3,3,4,3,5,2,0,4,4,1,0,3,1,2,3,1,2,0,10.164502617801048
1,2,0,0,3,3,0,2,2,3,1,3,0,1,0,2,3,4,3,27.17615384615385
0,2,4,3,1,0,0,3,2,0,2,3,3,4,5,1,1,2,3,9.537285067873302
1,0,2,0,4,1,4,3,0,2,3,4,0,0,5,0,5,4,2,9.72762886597938
5,2,3,3,4,0,2,3,2,1,2,4,2,0,5,2,5,1,1,24.92750000000001
1,1,1,2,0,0,1,3,1,0,4,3,2,4,5,1,3,0,1,7.823953488372093
0,1,3,2,1,1,3,0,1,1,1,0,3,2,2,2,3,1,3,24.029944444444446
1,4,2,4,1,5,4,0,2,3,0,2,1,2,2,0,0,4,2,8.849047619047626
2,2,4,0,1,1,2,4,3,2,1,4,0,0,5,0,3,1,4,6.5166134185303495
2,1,0,1,2,0,0,2,0,1,1,0,1,1,5,1,0,3,3,9.537285067873302
0,4,0,2,2,1,3,3,0,4,2,1,2,3,2,0,1,1,2,8.171690821256044
0,3,1,0,0,3,4,3,0,2,2,3,5,1,0,2,1,4,0,27.17615384615385
2,4,0,0,0,5,4,0,3,1,3,3,0,1,5,0,5,1,3,6.5166134185303495
0,1,4,0,3,5,4,2,3,1,3,4,0,0,5,0,1,0,2,5.338695652173913
1,2,2,1,2,1,1,2,4,0,0,1,2,4,0,5,5,4,3,9.010185185185188
0,3,1,4,0,5,1,4,4,3,1,4,1,3,5,2,1,2,1,24.509677419354837
3,0,2,2,1,5,0,4,1,4,0,0,5,2,2,4,5,3,2,76.54311111111109
2,4,0,2,2,0,3,1,1,4,3,0,3,2,0,2,5,2,4,26.050513833992078
4,0,2,3,3,0,0,0,4,4,4,4,5,2,5,3,0,2,1,9.612916666666669
4,0,3,3,0,5,2,2,0,0,4,4,1,4,0,0,1,2,1,6.5166134185303495
2,4,4,2,4,5,2,0,0,2,4,0,2,2,2,1,5,3,0,12.080891089108912
2,1,2,1,2,0,1,1,1,4,3,0,5,3,0,3,3,2,1,9.612916666666669
0,4,1,1,3,5,0,1,0,4,3,1,3,3,0,5,3,3,4,11.379772727272728
1,4,3,0,4,5,1,1,1,1,1,1,1,4,2,2,0,0,1,23.508602150537637
1,2,0,4,0,0,3,0,2,2,2,2,5,1,5,4,1,3,4,74.78376146788992
0,1,4,3,3,0,3,1,3,0,1,2,5,1,0,2,3,3,2,24.92750000000001
1,4,0,3,2,0,3,1,3,1,0,0,5,3,2,4,0,4,0,75.71182608695652
2,2,3,1,0,3,4,4,3,4,2,4,2,3,0,4,1,1,0,74.61652631578949
4,4,0,2,3,0,3,0,3,2,2,4,5,4,2,4,1,1,3,74.61652631578949
0,4,0,2,1,5,1,3,1,4,0,2,2,3,2,1,1,3,1,11.034971098265904
0,0,1,1,3,0,2,3,2,0,4,2,3,4,2,4,0,0,4,73.27591304347824
4,3,3,1,1,3,4,1,3,4,4,1,2,1,0,0,5,4,4,8.849047619047626
4,0,2,4,3,0,1,4,0,1,2,3,3,0,0,0,0,3,4,8.074245283018866
4,1,2,3,4,0,3,3,3,0,4,3,0,2,2,1,5,3,0,10.871235955056179
1,3,3,0,4,3,3,0,4,0,1,2,0,2,2,2,3,4,1,24.92750000000001
0,2,3,1,2,1,4,1,0,1,3,4,3,1,5,1,0,2,2,9.537285067873302
0,0,4,1,1,1,1,2,1,2,4,1,2,3,2,3,0,4,1,10.942600732600736
3,4,1,3,4,0,1,4,2,0,1,1,2,1,0,5,0,1,1,7.846071428571428
1,1,0,3,3,1,2,1,3,4,1,3,1,1,0,2,3,1,0,25.472265193370177
0,1,4,2,1,1,4,2,1,2,3,0,0,4,5,0,3,3,0,8.074245283018866
2,4,1,4,2,5,4,2,2,1,2,2,2,3,5,3,0,3,1,8.945600000000002
1,0,0,4,0,5,1,1,4,2,1,1,1,4,0,3,3,2,4,10.164502617801048
3,4,4,4,2,5,1,3,1,2,3,0,0,3,2,0,0,2,4,6.5166134185303495
4,0,3,1,0,3,2,3,2,0,1,1,2,2,2,0,5,3,2,6.5166134185303495
0,2,1,2,1,1,0,0,3,0,3,1,3,0,0,4,5,2,3,74.18192660550459
2,4,1,2,2,0,3,2,4,3,1,3,5,4,0,3,3,4,1,10.942600732600736
2,1,3,2,4,3,0,3,1,2,1,0,5,0,2,0,3,2,0,6.5166134185303495
2,2,1,4,3,1,1,3,4,0,4,4,0,4,2,5,0,0,0,7.0563636363636375
3,1,4,1,1,0,0,2,3,3,1,2,1,2,0,5,0,1,2,8.938058252427181
3,1,1,4,0,3,1,3,3,3,1,4,0,4,2,0,1,4,2,8.849047619047626
3,4,4,2,3,5,0,3,0,4,3,0,1,3,0,0,0,3,2,9.72762886597938
0,3,2,1,2,0,3,4,1,3,0,2,3,3,2,4,1,0,2,73.78021739130435
0,1,4,2,0,5,2,0,0,1,0,3,5,2,5,0,5,2,2,6.5166134185303495
1,3,1,0,3,1,1,2,2,1,3,0,2,2,2,0,0,3,3,8.074245283018866
3,2,3,0,1,0,1,3,4,2,2,0,1,2,5,1,5,2,4,11.034971098265904
4,4,1,4,2,5,1,3,2,0,3,4,2,4,5,1,3,4,4,9.537285067873302
3,1,3,3,4,5,3,4,1,2,2,3,1,4,0,3,3,2,1,10.164502617801048
1,2,4,1,0,1,0,2,1,1,4,3,2,3,5,1,5,4,3,9.537285067873302
4,0,4,4,1,1,0,3,2,4,1,4,5,0,0,2,3,4,4,26.050513833992078
1,1,2,0,1,1,2,3,3,3,0,2,0,3,2,4,1,2,2,75.35153005464484
1,3,0,1,0,1,4,1,3,1,4,3,5,2,0,5,3,1,3,6.999615384615385
3,4,3,0,4,1,1,1,4,2,2,1,1,0,2,0,3,4,4,8.074245283018866
1,2,2,0,4,3,0,4,4,3,3,2,5,1,0,2,3,0,0,25.472265193370177
4,0,3,0,3,5,2,1,0,0,0,0,0,3,2,0,5,4,0,8.074245283018866
4,1,4,4,4,1,3,2,3,4,2,0,0,4,5,4,3,3,4,76.54311111111109
3,1,1,4,1,5,3,3,1,0,0,1,2,0,2,2,5,2,4,24.029944444444446
3,3,4,4,1,3,2,1,1,4,0,2,3,3,2,2,1,4,1,27.17615384615385
0,3,2,3,0,0,0,3,2,0,2,3,3,4,0,2,1,1,0,24.029944444444446
4,1,3,3,2,5,1,1,3,2,2,2,1,0,0,1,5,0,4,10.23457831325301
2,0,4,2,2,5,4,2,2,1,4,4,1,0,5,0,3,3,1,8.074245283018866
3,4,3,2,4,5,1,2,4,4,0,1,3,2,5,2,3,0,3,25.472265193370177
1,2,4,3,2,0,3,4,2,4,1,4,1,2,0,2,5,1,0,24.509677419354837
3,4,4,4,1,3,4,4,0,4,3,2,0,3,5,3,5,4,1,10.942600732600736
2,1,4,0,4,5,2,3,3,2,1,0,3,2,2,3,0,1,2,8.768073394495408
1,3,1,1,2,3,2,1,3,0,3,4,2,1,0,2,3,2,1,24.92750000000001
0,0,2,1,4,5,0,2,1,1,4,2,5,3,5,0,0,1,3,6.5166134185303495
2,0,4,2,2,5,4,2,1,2,2,0,2,4,2,4,5,4,4,76.19823529411767
1,1,2,3,0,5,0,1,3,1,1,0,0,0,5,1,3,1,2,7.823953488372093
4,0,0,2,4,0,2,4,1,1,2,0,0,0,5,1,5,3,2,10.871235955056179
2,2,4,0,4,3,0,0,4,1,1,3,5,3,0,5,1,0,2,8.16909090909091
0,1,4,2,2,3,1,4,3,1,0,1,2,2,5,2,5,0,4,22.637553191489346
2,0,0,3,0,1,4,2,2,2,3,4,0,2,2,3,3,0,0,8.768073394495408
3,0,1,2,0,5,3,4,4,3,3,2,5,0,5,1,1,4,0,11.034971098265904
4,4,0,4,1,0,0,2,1,3,4,1,2,2,0,5,5,0,2,8.938058252427181
0,1,4,2,3,5,4,3,2,0,4,2,0,4,0,0,1,1,4,6.5166134185303495
4,4,4,0,1,3,3,3,3,0,1,4,3,2,0,2,1,2,4,24.029944444444446
2,1,4,1,0,3,5,3,2,0,0,0,5,3,2,4,0,1,4,72.96228571428571
2,0,2,0,4,5,3,0,1,0,2,0,3,2,2,5,1,1,1,7.846071428571428
2,4,0,1,4,3,3,3,2,2,1,4,5,3,5,2,1,3,2,26.050513833992078
4,0,2,1,1,5,3,4,4,0,3,0,0,4,0,0,3,4,3,8.074245283018866
4,3,4,3,0,5,2,4,0,2,4,4,0,3,0,0,1,3,4,7.221184210526316
3,0,3,1,1,1,1,4,1,1,3,3,3,0,0,3,3,0,3,7.288068965517241
2,2,2,4,3,0,2,2,0,0,0,1,5,2,5,5,1,3,4,8.919565217391302
1,0,3,1,2,0,0,2,2,0,3,0,1,2,5,2,3,2,1,24.92750000000001
0,2,2,0,1,3,3,4,0,3,0,0,2,1,0,2,1,4,2,27.17615384615385
1,2,4,0,1,3,5,1,0,3,1,4,2,0,5,3,0,3,2,10.164502617801048
4,1,3,4,0,1,2,3,4,1,1,4,2,0,5,5,0,0,4,7.74842519685039
3,4,0,2,1,3,4,2,3,0,2,4,2,3,0,5,1,0,0,6.176052631578948
4,2,4,2,2,3,0,1,0,1,3,4,0,3,2,3,0,0,2,7.288068965517241
1,1,3,0,3,5,4,3,1,2,0,1,5,4,5,1,1,1,3,10.23457831325301
4,4,1,3,1,1,4,1,4,2,0,4,3,2,5,3,3,3,0,10.942600732600736
4,2,3,3,4,5,4,3,4,0,4,0,3,2,5,4,0,3,3,75.71182608695652
4,0,0,1,2,5,3,2,3,3,2,4,0,1,5,3,3,2,3,10.164502617801048
1,3,1,3,2,3,4,3,1,3,3,1,0,3,5,3,3,3,0,10.164502617801048
1,4,4,1,2,5,4,2,1,3,4,2,2,4,5,5,5,3,4,10.302058823529412
4,2,0,0,0,0,4,3,3,3,1,2,1,2,2,3,3,0,4,8.768073394495408
0,0,3,3,0,0,2,4,2,4,2,4,2,1,5,2,0,3,0,26.050513833992078
1,2,1,4,1,0,4,2,2,3,4,1,0,4,2,1,1,3,1,11.034971098265904
1,2,3,3,0,1,1,2,2,1,2,1,3,0,5,3,0,4,1,8.945600000000002
3,0,1,1,1,1,1,0,0,4,0,4,5,4,2,4,5,4,2,77.22950000000002
2,4,4,1,3,0,1,4,0,2,2,0,2,2,2,1,1,4,2,9.537285067873302
3,2,0,4,4,0,1,2,4,0,4,0,1,0,0,2,0,3,0,24.92750000000001
3,3,1,1,2,5,3,0,4,3,4,0,2,2,2,0,1,0,0,6.877452229299362
4,4,2,3,3,1,3,1,4,1,4,4,1,1,5,3,0,3,4,9.811140939597317
2,0,2,3,4,3,4,0,2,4,3,1,2,4,2,5,1,2,3,8.938058252427181
4,1,2,2,3,3,3,2,4,1,4,0,1,2,2,2,0,1,0,24.92750000000001
4,4,0,0,1,1,3,1,4,0,2,3,3,3,5,1,1,1,4,7.823953488372093
1,4,4,0,2,5,3,1,1,4,1,3,5,4,0,0,5,3,1,8.171690821256044
3,0,4,2,1,0,3,0,1,4,4,3,3,4,5,4,0,1,1,74.61652631578949
3,0,1,4,2,5,1,3,3,4,4,2,2,3,5,4,5,2,3,75.35153005464484
4,1,4,0,2,5,4,4,3,0,0,0,5,2,5,1,3,1,3,8.675300546448087
2,2,3,2,1,1,3,0,4,0,4,1,1,0,2,0,0,1,2,6.5166134185303495
4,3,2,3,0,0,2,3,0,4,0,0,3,2,0,4,5,2,0,75.35153005464484
4,4,0,2,2,1,4,0,1,3,2,3,5,3,5,1,5,2,1,11.034971098265904
3,3,1,2,3,1,2,0,0,4,0,3,2,3,0,1,5,1,2,10.23457831325301
0,3,4,3,2,5,0,0,1,0,1,3,5,0,5,5,1,0,4,7.0563636363636375
2,2,3,4,0,1,1,0,1,3,4,4,0,0,2,5,3,4,1,9.81144578313253
4,4,0,1,4,1,4,1,0,3,0,0,1,1,2,3,1,0,3,8.768073394495408
1,2,4,4,0,1,3,4,4,1,1,0,1,3,2,1,5,0,0,7.823953488372093
1,4,4,2,4,1,0,4,1,2,1,3,5,2,2,4,0,4,1,75.71182608695652
0,2,3,3,3,5,0,1,2,0,0,4,3,1,0,3,0,1,1,8.382038834951457
4,2,2,0,0,0,3,3,4,0,4,2,5,4,2,3,3,0,4,7.288068965517241
3,3,2,2,1,0,4,4,0,4,2,4,5,1,0,4,1,2,1,74.61652631578949
3,3,0,0,1,5,0,0,3,4,0,3,2,1,2,4,3,3,4,76.54311111111109
3,4,1,1,4,3,2,1,4,1,3,4,5,2,5,1,5,3,2,10.871235955056179
5,4,1,0,4,1,4,3,2,4,2,0,1,4,2,3,3,2,4,10.164502617801048
0,3,3,4,0,5,2,1,1,1,4,1,2,0,2,0,5,4,1,7.221184210526316
4,1,0,3,1,3,1,4,4,1,1,3,5,1,5,0,0,2,1,6.5166134185303495
0,1,1,3,0,3,3,1,0,3,4,0,5,0,2,1,1,0,0,9.285496183206106
4,3,2,2,1,1,3,3,1,3,0,4,1,1,0,1,0,2,3,9.285496183206106
0,0,0,4,4,5,4,3,4,3,2,3,2,0,5,4,0,3,0,75.74634615384616
3,2,4,4,4,1,4,2,0,3,2,3,0,1,2,4,1,2,3,74.61652631578949
1,0,4,1,2,3,0,1,0,4,0,3,5,2,0,1,0,2,0,11.034971098265904
4,3,2,1,0,3,1,0,2,4,0,1,0,4,5,2,1,2,0,24.509677419354837
3,0,1,2,2,1,4,4,1,3,1,4,1,2,0,0,1,4,4,8.849047619047626
4,2,2,0,1,1,2,1,3,0,2,2,3,0,2,2,5,3,3,24.029944444444446
3,1,4,4,4,1,3,1,1,1,1,1,3,2,2,3,3,3,0,9.811140939597317
3,4,0,1,4,0,4,0,3,0,0,3,5,3,5,5,0,2,1,7.846071428571428
3,4,1,2,1,5,3,0,2,0,0,0,5,2,5,3,5,2,0,8.945600000000002
2,2,3,3,0,5,3,1,2,4,4,1,1,2,2,5,3,1,2,7.74842519685039
3,0,0,1,4,5,0,3,2,0,2,1,2,0,2,5,0,1,4,7.0563636363636375
3,1,1,1,3,3,2,1,0,3,1,1,5,3,5,0,1,3,1,9.72762886597938
1,1,0,0,2,5,3,0,0,3,4,0,3,1,2,0,3,0,3,6.877452229299362
0,2,1,2,1,5,4,1,2,2,2,4,1,0,0,3,3,4,0,10.942600732600736
3,3,1,0,0,3,2,1,3,0,0,0,2,2,0,1,5,4,1,9.537285067873302
4,2,4,3,0,3,0,2,3,3,2,4,1,1,0,0,0,3,1,8.849047619047626
3,1,2,2,0,0,1,1,3,4,2,0,5,1,5,3,5,3,0,10.942600732600736
4,3,1,2,2,3,2,0,3,3,3,4,3,2,2,2,1,3,1,26.050513833992078
4,2,3,1,3,1,3,3,0,2,3,0,1,0,0,4,5,3,3,76.54311111111109
0,0,3,0,3,0,0,0,1,2,1,3,3,2,5,0,5,4,2,9.72762886597938
1,0,0,3,0,3,1,4,3,0,0,2,5,0,0,0,3,2,3,6.5166134185303495
3,3,1,1,0,5,2,4,0,4,2,1,1,3,0,2,3,0,2,24.509677419354837
1,3,4,3,3,0,2,0,0,2,2,2,2,3,5,4,1,0,1,73.78021739130435
2,4,4,1,2,0,4,2,3,1,2,0,5,0,2,4,3,2,4,74.18192660550459
1,0,3,3,4,5,3,2,4,0,0,0,3,4,0,2,1,3,3,24.92750000000001
2,2,3,3,2,5,1,4,0,1,3,1,5,0,0,2,1,4,2,24.92750000000001
4,3,3,2,2,5,3,1,2,3,1,2,2,4,5,5,3,4,4,10.302058823529412
3,0,2,4,2,1,1,3,0,4,1,3,0,2,0,2,3,3,0,26.050513833992078
2,2,2,1,3,0,4,2,1,1,1,3,0,3,2,5,0,4,0,10.1746875
2,2,0,4,0,1,0,3,2,1,2,1,5,1,0,2,5,4,3,24.029944444444446
3,4,1,0,4,1,0,1,3,4,2,0,1,0,0,5,3,1,2,8.938058252427181
1,3,1,1,3,5,0,3,2,3,2,0,0,2,5,3,5,1,4,8.768073394495408
1,2,2,0,4,3,2,0,0,0,3,2,5,2,0,5,3,4,3,8.919565217391302
4,3,3,3,4,1,0,0,1,4,0,2,5,1,5,5,0,4,0,11.379772727272728
0,4,2,3,1,3,0,0,4,1,4,0,2,4,0,0,1,0,4,5.338695652173913
0,3,2,2,2,3,1,2,3,3,1,1,2,4,5,4,3,4,2,75.74634615384616
4,0,0,3,2,5,3,3,3,3,2,4,5,3,2,3,1,1,3,8.768073394495408
0,2,4,4,2,3,0,2,1,2,3,4,2,3,5,4,5,2,4,74.61652631578949
1,0,3,3,0,1,1,0,4,0,0,4,2,0,2,2,5,2,4,24.029944444444446
3,2,3,1,4,3,2,2,1,4,4,3,1,4,5,5,5,3,1,11.379772727272728
0,3,3,1,4,1,4,0,1,2,0,0,1,4,0,2,3,4,1,26.050513833992078
2,2,1,1,3,5,2,4,2,0,4,2,5,1,2,1,1,2,1,8.675300546448087
3,3,4,1,1,1,2,1,2,2,1,1,3,3,0,5,1,3,2,8.94265306122449
3,3,4,1,3,3,1,2,0,0,0,4,1,1,5,5,3,2,2,7.846071428571428
2,3,2,1,3,1,3,1,3,1,4,0,2,2,5,5,1,2,3,8.16909090909091
4,0,2,4,2,3,0,2,0,0,3,0,1,4,0,5,5,4,2,9.010185185185188
3,3,2,3,0,3,4,4,0,1,1,1,1,4,5,4,3,3,3,74.78376146788992
3,0,0,4,1,5,2,1,2,4,3,3,3,4,0,3,1,1,0,9.612916666666669
4,3,0,4,2,3,0,3,0,1,0,4,3,0,5,0,0,2,2,6.5166134185303495
3,3,0,3,0,0,2,3,1,3,4,1,1,0,2,0,1,0,2,6.877452229299362
1,4,1,0,3,1,2,0,1,1,2,1,2,2,5,5,5,0,1,7.0563636363636375
2,0,4,3,1,0,1,3,3,3,0,3,0,3,0,5,0,2,3,7.74842519685039
1,4,2,0,4,0,1,3,3,3,0,4,3,0,0,1,5,2,4,12.080891089108912
2,0,1,0,4,1,1,1,1,0,3,0,5,2,2,1,0,2,2,10.871235955056179
4,0,0,0,1,5,0,2,2,4,3,4,1,2,0,2,1,4,3,27.17615384615385
3,3,2,0,0,1,2,2,4,4,4,2,2,1,2,0,5,1,0,8.171690821256044
3,3,2,3,3,5,4,4,1,1,2,4,5,0,0,2,3,2,2,24.92750000000001
4,0,1,4,2,3,4,0,3,4,1,0,1,4,2,3,5,2,1,10.164502617801048
3,2,2,1,0,0,4,4,1,0,3,4,2,4,5,5,0,2,2,8.082162162162161
3,3,0,0,2,1,2,3,3,2,4,0,3,2,0,4,1,4,0,75.71182608695652
3,3,2,1,4,3,3,2,4,0,3,3,5,1,0,2,1,0,1,23.508602150537637
2,4,3,3,0,1,1,3,4,4,3,0,2,1,0,0,5,1,2,8.171690821256044
4,3,2,1,1,1,4,3,4,3,3,0,2,2,5,1,1,2,4,11.034971098265904
0,3,2,4,2,3,2,2,1,3,0,0,2,0,0,3,5,0,4,8.768073394495408
4,1,2,0,3,1,1,1,1,0,4,3,1,1,2,4,1,1,2,74.18192660550459
0,3,4,4,0,3,4,4,4,0,3,3,5,4,0,3,0,1,0,8.382038834951457
0,2,1,0,3,0,3,4,3,1,1,0,1,1,0,3,3,0,1,7.288068965517241
0,0,1,2,0,3,2,4,2,1,3,2,5,4,2,0,1,4,1,7.221184210526316
3,1,4,1,4,1,0,0,0,1,4,3,0,0,2,3,3,1,1,8.382038834951457
4,0,3,2,3,0,0,4,1,4,4,4,1,1,0,1,0,3,3,11.034971098265904
1,2,0,0,2,0,1,4,0,4,1,0,5,0,5,3,0,4,0,10.942600732600736
4,1,2,4,4,3,4,2,2,0,0,2,3,1,2,3,1,2,2,9.811140939597317
0,3,4,0,3,5,4,4,4,0,1,1,2,1,2,5,3,0,4,7.0563636363636375
4,0,2,2,3,3,1,0,1,0,3,0,1,4,2,1,3,2,3,10.871235955056179
4,4,3,0,1,5,2,0,1,3,2,2,0,3,0,0,3,1,1,6.877452229299362
3,3,0,1,3,3,3,1,3,2,2,2,5,1,0,1,3,3,0,11.034971098265904
1,3,1,0,0,0,1,0,2,0,1,4,2,4,2,2,3,1,3,24.029944444444446
4,1,3,4,4,3,2,3,3,4,0,4,0,1,2,4,1,4,0,76.54311111111109
3,0,4,0,2,5,4,4,0,1,1,1,3,1,2,2,5,3,0,24.92750000000001
3,0,3,1,4,1,1,1,1,3,3,3,1,0,0,3,1,4,0,10.942600732600736
3,0,1,1,1,5,4,3,3,4,3,2,2,0,5,5,1,1,3,7.74842519685039
2,2,1,3,0,0,2,2,0,4,1,3,5,0,5,3,0,3,0,10.942600732600736
0,1,0,0,3,3,1,1,0,3,3,0,0,3,0,5,0,4,1,10.302058823529412
2,0,3,4,0,0,4,4,1,0,4,4,3,2,2,5,3,0,0,6.176052631578948
4,4,4,2,1,1,0,4,0,4,1,3,3,2,2,5,5,0,2,7.74842519685039
3,2,0,2,4,1,3,0,4,3,3,3,0,4,0,4,5,3,0,76.54311111111109
1,2,1,1,0,1,0,3,1,4,3,2,5,1,5,2,5,2,1,26.050513833992078
4,2,1,2,1,3,4,0,4,4,2,0,3,4,0,0,0,0,2,6.877452229299362
1,0,0,1,4,5,3,2,4,1,0,4,1,4,2,1,3,3,0,10.871235955056179
0,3,3,1,0,3,1,1,1,1,1,3,1,1,5,2,3,4,2,24.029944444444446
1,4,4,0,2,0,2,1,2,1,0,3,2,2,5,0,3,2,0,6.5166134185303495
3,3,1,3,3,3,0,3,1,4,2,2,0,3,0,5,3,4,3,11.379772727272728
0,3,3,0,4,0,1,4,3,3,2,0,2,2,0,1,1,1,1,10.23457831325301
4,4,1,0,3,3,4,3,1,1,2,0,1,1,2,0,0,3,4,8.074245283018866
1,0,4,2,4,5,4,3,2,1,3,2,1,3,2,3,3,4,3,9.811140939597317
0,3,2,1,0,1,3,0,3,2,1,3,3,3,2,4,0,0,2,73.78021739130435
4,1,4,2,0,3,4,0,2,2,0,4,2,3,2,3,3,3,3,10.942600732600736
1,3,1,2,3,5,2,2,3,0,0,2,1,2,2,0,0,0,4,6.5166134185303495
4,0,3,1,3,3,0,2,1,4,1,4,2,3,2,1,3,0,2,10.23457831325301
2,1,2,1,3,3,3,3,1,3,1,4,0,4,0,3,5,1,1,9.612916666666669
1,4,4,1,3,1,2,1,1,4,2,1,3,1,2,4,5,3,2,75.74634615384616
3,2,1,2,4,0,2,0,4,2,4,0,0,0,5,3,5,3,0,10.942600732600736
2,4,4,4,2,5,0,0,2,3,1,2,3,3,0,1,3,3,0,11.034971098265904
4,2,2,1,4,3,3,4,1,3,0,4,3,3,5,2,5,0,3,25.472265193370177
3,4,2,3,3,1,2,0,2,2,4,1,2,4,2,1,0,1,3,10.23457831325301
0,1,1,3,2,3,2,4,2,3,0,1,3,3,0,4,1,2,3,75.35153005464484
1,2,0,3,2,3,1,1,3,2,2,1,5,2,2,1,1,2,3,11.034971098265904
2,4,3,3,3,1,0,2,4,1,4,4,5,0,2,5,5,3,3,8.082162162162161
4,0,1,0,3,3,1,0,0,4,2,0,1,2,5,4,0,2,1,75.35153005464484
0,3,3,1,4,3,4,2,4,2,4,2,0,3,2,2,3,2,3,25.472265193370177
3,2,0,4,3,5,0,4,0,4,0,1,2,4,0,2,5,4,1,27.17615384615385
2,0,4,2,2,5,2,4,1,2,4,0,1,1,0,4,3,3,1,75.74634615384616
0,3,2,0,4,5,1,3,3,1,3,2,1,3,0,1,1,2,0,10.871235955056179
0,0,3,1,3,3,4,3,0,0,1,4,2,1,0,0,0,0,4,5.338695652173913
3,4,0,1,1,3,0,4,4,4,3,0,2,1,5,5,5,3,3,8.94265306122449
1,1,2,4,3,5,1,1,3,1,2,2,2,4,2,1,0,3,4,9.537285067873302
4,4,4,2,1,3,2,3,4,1,4,2,3,4,5,4,3,4,1,74.78376146788992
0,2,3,3,2,1,1,2,2,3,2,0,0,4,0,2,5,1,4,24.509677419354837
0,2,3,1,3,1,3,1,4,3,0,4,2,0,5,0,3,3,2,8.171690821256044
4,3,4,0,4,3,1,0,2,3,0,0,0,1,2,5,5,2,4,8.938058252427181
2,2,1,0,3,3,3,1,1,0,2,4,3,2,5,0,1,3,2,6.5166134185303495
